Count,Name,Edition,Card Number,Foil
1,Nature's Lore,Commander Legends: Battle for Baldur's Gate,244,
2,Nefarious Imp,Commander Legends: Battle for Baldur's Gate,137,
1,Nemesis Phoenix,Commander Legends: Battle for Baldur's Gate,189,
1,Nimbleclaw Adept,Commander Legends: Battle for Baldur's Gate,86,
4,Nimblewright Schematic,Commander Legends: Battle for Baldur's Gate,330,
1,Nine-Fingers Keene,Commander Legends: Battle for Baldur's Gate,546,foil
1,Oceanus Dragon,Commander Legends: Battle for Baldur's Gate,87,
1,Patron of the Arts,Commander Legends: Battle for Baldur's Gate,191,
1,Priest of Ancient Lore,Commander Legends: Battle for Baldur's Gate,704,
1,Prophetic Prism,Commander Legends: Battle for Baldur's Gate,335,
1,Pseudodragon Familiar,Commander Legends: Battle for Baldur's Gate,88,
1,Rasaad yn Bashir,Commander Legends: Battle for Baldur's Gate,380,
1,Ravenloft Adventurer,Commander Legends: Battle for Baldur's Gate,577,foil
1,Reckless Barbarian,Commander Legends: Battle for Baldur's Gate,193,
1,"Renari, Merchant of Marvels",Commander Legends: Battle for Baldur's Gate,90,foil
1,"Rilsa Rael, Kingpin",Commander Legends: Battle for Baldur's Gate,293,
1,Rug of Smothering,Commander Legends: Battle for Baldur's Gate,336,
1,Sea Gate,Commander Legends: Battle for Baldur's Gate,359,
1,Sea Hag // Aquatic Ingress,Commander Legends: Battle for Baldur's Gate,95,
1,Sea of Clouds,Commander Legends: Battle for Baldur's Gate,360,
1,Shameless Charlatan,Commander Legends: Battle for Baldur's Gate,96,
2,Shiny Impetus,Commander Legends: Battle for Baldur's Gate,194,
1,Sky Diamond,Commander Legends: Battle for Baldur's Gate,337,
1,Sky Diamond,Commander Legends: Battle for Baldur's Gate,449,
1,Steadfast Unicorn,Commander Legends: Battle for Baldur's Gate,44,
1,Stirring Bard,Commander Legends: Battle for Baldur's Gate,195,
1,Stonespeaker Crystal,Commander Legends: Battle for Baldur's Gate,450,
1,Street Urchin,Commander Legends: Battle for Baldur's Gate,197,
1,Summon Undead,Commander Legends: Battle for Baldur's Gate,151,
1,Swashbuckler Extraordinaire,Commander Legends: Battle for Baldur's Gate,198,
1,Taunting Kobold,Commander Legends: Battle for Baldur's Gate,404,
1,Tavern Brawler,Commander Legends: Battle for Baldur's Gate,200,
1,Thieves' Tools,Commander Legends: Battle for Baldur's Gate,152,
1,Thunderwave,Commander Legends: Battle for Baldur's Gate,201,
3,Tiamat's Fanatics,Commander Legends: Battle for Baldur's Gate,202,
1,Topaz Dragon // Entropic Cloud,Commander Legends: Battle for Baldur's Gate,153,foil
2,Tymora's Invoker,Commander Legends: Battle for Baldur's Gate,101,
3,Universal Solvent,Commander Legends: Battle for Baldur's Gate,342,
1,Universal Solvent,Commander Legends: Battle for Baldur's Gate,342,foil
1,"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,102,
1,"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,490,foil
1,"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,490,
1,"Viconia, Drow Apostate",Commander Legends: Battle for Baldur's Gate,394,
3,Warehouse Thief,Commander Legends: Battle for Baldur's Gate,205,
1,Wayfarer's Bauble,Commander Legends: Battle for Baldur's Gate,344,
1,White Plume Adventurer,Commander Legends: Battle for Baldur's Gate,49,
1,Wild Magic Surge,Commander Legends: Battle for Baldur's Gate,206,
1,Wrathful Red Dragon,Commander Legends: Battle for Baldur's Gate,207,
1,Wyll's Reversal,Commander Legends: Battle for Baldur's Gate,209,
1,Young Blue Dragon // Sand Augury,Commander Legends: Battle for Baldur's Gate,106,
1,Young Red Dragon // Bathe in Gold,Commander Legends: Battle for Baldur's Gate,210,
1,Young Red Dragon // Bathe in Gold,Commander Legends: Battle for Baldur's Gate,210,foil
1,"Zevlor, Elturel Exile",Commander Legends: Battle for Baldur's Gate,441,
1,Zhentarim Bandit,Commander Legends: Battle for Baldur's Gate,158,foil
1,Banefire,Core Set 2019,130,
1,Cleansing Nova,Core Set 2019,9,
1,Colossal Dreadmaw,Core Set 2019,172,
4,Duress,Core Set 2019,94,
4,Leonin Vanguard,Core Set 2019,22,
2,Make a Stand,Core Set 2019,26,
2,Murder,Core Set 2019,110,
1,Nexus of Fate,Core Set 2019,306,foil
2,Reclamation Sage,Core Set 2019,196,
1,Remorseful Cleric,Core Set 2019,33,
3,Shield Mare,Core Set 2019,37,
3,Agent of Treachery,Core Set 2020,43,
4,Blood for Bones,Core Set 2020,89,
3,"Drakuseth, Maw of Flames",Core Set 2020,136,
2,"Rienne, Angel of Rebirth",Core Set 2020,281,foil
4,Tomebound Lich,Core Set 2020,219,
1,Alchemist's Gift,Core Set 2021,87,
1,Alchemist's Gift,Core Set 2021,87,
1,Alpine Watchdog,Core Set 2021,2,
1,Angelic Ascension,Core Set 2021,3,
1,Anointed Chorister,Core Set 2021,4,
1,Aven Gagglemaster,Core Set 2021,5,
1,Basri Ket,Core Set 2021,7,
1,Basri's Acolyte,Core Set 2021,8,
1,Basri's Acolyte,Core Set 2021,8,
1,Basri's Acolyte,Core Set 2021,287,
1,Blood Glutton,Core Set 2021,90,
1,Blossoming Sands,Core Set 2021,244,
1,Bolt Hound,Core Set 2021,131,
1,Brash Taunter,Core Set 2021,133,
1,Burlfist Oak,Core Set 2021,174,
1,Burlfist Oak,Core Set 2021,174,
2,Burn Bright,Core Set 2021,134,
4,Caged Zombie,Core Set 2021,91,
2,Capture Sphere,Core Set 2021,47,
2,Celestial Enforcer,Core Set 2021,11,
1,Celestial Enforcer,Core Set 2021,11,
1,Chandra's Incinerator,Core Set 2021,136,
1,Chandra's Magmutt,Core Set 2021,137,foil
1,Chandra's Magmutt,Core Set 2021,303,
1,Chandra's Pyreling,Core Set 2021,138,
1,Chandra's Pyreling,Core Set 2021,138,
2,Colossal Dreadmaw,Core Set 2021,176,
1,Concordia Pegasus,Core Set 2021,12,
1,Containment Priest,Core Set 2021,314,
1,Crash Through,Core Set 2021,140,
1,Crypt Lurker,Core Set 2021,93,
1,Crypt Lurker,Core Set 2021,93,
1,Cultivate,Core Set 2021,177,
2,Daybreak Charger,Core Set 2021,14,
1,Defiant Strike,Core Set 2021,15,
1,Demonic Embrace,Core Set 2021,95,
2,Destructive Tampering,Core Set 2021,141,
1,Double Vision,Core Set 2021,142,
1,Double Vision,Core Set 2021,142,
1,Drowsing Tyrannodon,Core Set 2021,178,
4,Duress,Core Set 2021,96,
1,Eliminate,Core Set 2021,97,
1,Eliminate,Core Set 2021,97,
1,Eliminate,Core Set 2021,395,
1,Enthralling Hold,Core Set 2021,49,
2,Epitaph Golem,Core Set 2021,230,
2,Faith's Fetters,Core Set 2021,17,
1,Falconer Adept,Core Set 2021,18,
2,Feat of Resistance,Core Set 2021,19,
1,Feline Sovereign,Core Set 2021,180,
1,Fetid Imp,Core Set 2021,98,
1,Fierce Empath,Core Set 2021,181,
1,Finishing Blow,Core Set 2021,99,
3,Frantic Inventory,Core Set 2021,50,
1,Frantic Inventory,Core Set 2021,394,
2,Frost Breath,Core Set 2021,51,
2,Fungal Rebirth,Core Set 2021,182,
3,Gale Swooper,Core Set 2021,20,
1,"Garruk, Unleashed",Core Set 2021,183,
1,Garruk's Gorehorn,Core Set 2021,184,
1,Garruk's Gorehorn,Core Set 2021,184,
1,Garruk's Gorehorn,Core Set 2021,184,foil
1,Garruk's Gorehorn,Core Set 2021,306,
1,Garruk's Harbinger,Core Set 2021,185,
1,Garruk's Uprising,Core Set 2021,186,
1,Gloom Sower,Core Set 2021,100,
3,Gloom Sower,Core Set 2021,100,
1,Gnarled Sage,Core Set 2021,187,
1,Gnarled Sage,Core Set 2021,187,
3,Goblin Arsonist,Core Set 2021,147,
2,Goblin Wizardry,Core Set 2021,148,
1,Goremand,Core Set 2021,101,
1,Goremand,Core Set 2021,101,
2,Grasp of Darkness,Core Set 2021,102,
1,Heartfire Immolator,Core Set 2021,150,
1,Heartfire Immolator,Core Set 2021,150,
1,Hellkite Punisher,Core Set 2021,151,
1,Hobblefiend,Core Set 2021,152,
1,Hunter's Edge,Core Set 2021,189,
2,Hunter's Edge,Core Set 2021,189,
2,Igneous Cur,Core Set 2021,153,
2,Indulging Patrician,Core Set 2021,219,
1,Invigorating Surge,Core Set 2021,190,
1,"Jolrael, Mwonvuli Recluse",Core Set 2021,191,
3,Keen Glidemaster,Core Set 2021,54,
2,Kinetic Augur,Core Set 2021,154,
1,Kinetic Augur,Core Set 2021,154,
1,Leafkin Avenger,Core Set 2021,220,
2,Legion's Judgment,Core Set 2021,24,
1,Library Larcenist,Core Set 2021,55,
4,Life Goes On,Core Set 2021,192,
1,Liliana's Devotee,Core Set 2021,109,
1,Liliana's Standard Bearer,Core Set 2021,110,
1,Liliana's Steward,Core Set 2021,111,
1,Liliana's Steward,Core Set 2021,300,
1,Llanowar Visionary,Core Set 2021,193,
1,Llanowar Visionary,Core Set 2021,193,
1,Llanowar Visionary,Core Set 2021,397,
1,Llanowar Visionary,Core Set 2021,397,foil
4,Lofty Denial,Core Set 2021,56,
1,Lorescale Coatl,Core Set 2021,221,
3,Makeshift Battalion,Core Set 2021,26,
1,Makeshift Battalion,Core Set 2021,26,
1,Malefic Scythe,Core Set 2021,112,
1,Masked Blackguard,Core Set 2021,113,
1,Mind Rot,Core Set 2021,115,
2,Mistral Singer,Core Set 2021,58,
2,Opt,Core Set 2021,59,
1,Opt,Core Set 2021,59,
1,Pack Leader,Core Set 2021,29,
1,Pack Leader,Core Set 2021,392,foil
1,Palladium Myr,Core Set 2021,234,
1,Peer into the Abyss,Core Set 2021,117,
2,Pitchburn Devils,Core Set 2021,156,
6,Plains,Core Set 2021,260,
2,Portcullis Vine,Core Set 2021,195,
1,Pridemalkin,Core Set 2021,196,
1,Pridemalkin,Core Set 2021,196,
1,Prismite,Core Set 2021,235,
2,Radiant Fountain,Core Set 2021,248,
1,Rain of Revelation,Core Set 2021,61,
1,Rambunctious Mutt,Core Set 2021,30,
1,Ranger's Guile,Core Set 2021,199,
1,Ranger's Guile,Core Set 2021,199,
1,Read the Tides,Core Set 2021,62,
1,Rewind,Core Set 2021,63,
1,Riddleform,Core Set 2021,64,
1,"Rin and Seri, Inseparable",Core Set 2021,278,foil
1,Rise Again,Core Set 2021,119,
2,Roaming Ghostlight,Core Set 2021,65,
2,Rookie Mistake,Core Set 2021,66,
3,Rousing Read,Core Set 2021,67,
2,Run Afoul,Core Set 2021,201,
2,Sabertooth Mauler,Core Set 2021,202,
1,Sanctum of Shattered Heights,Core Set 2021,157,
2,Sanctum of Tranquil Light,Core Set 2021,33,
2,Sanguine Indulgence,Core Set 2021,121,
1,Sanguine Indulgence,Core Set 2021,121,
1,Scavenging Ooze,Core Set 2021,204,foil
1,Secure the Scene,Core Set 2021,35,
1,Selfless Savior,Core Set 2021,393,
1,Setessan Training,Core Set 2021,205,
1,Shipwreck Dowser,Core Set 2021,71,
2,Shock,Core Set 2021,159,
1,Shock,Core Set 2021,159,
2,Short Sword,Core Set 2021,236,
1,Siege Striker,Core Set 2021,37,
1,Siege Striker,Core Set 2021,37,
1,Silent Dart,Core Set 2021,237,
1,Silversmote Ghoul,Core Set 2021,122,
1,Silversmote Ghoul,Core Set 2021,122,
4,Skyscanner,Core Set 2021,238,
1,Skyway Sniper,Core Set 2021,206,
1,Snarespinner,Core Set 2021,207,
1,Snarespinner,Core Set 2021,207,
1,Soul Sear,Core Set 2021,160,
2,Spellgorger Weird,Core Set 2021,161,
1,Spined Megalodon,Core Set 2021,72,
1,Staunch Shieldmate,Core Set 2021,39,
1,"Subira, Tulzidi Caravanner",Core Set 2021,162,
1,Sublime Epiphany,Core Set 2021,74,
3,Sure Strike,Core Set 2021,163,
1,Sure Strike,Core Set 2021,163,
5,Swamp,Core Set 2021,266,
1,Swift Response,Core Set 2021,40,
1,Swift Response,Core Set 2021,40,
1,"Teferi, Master of Time",Core Set 2021,75,
1,Teferi's Ageless Insight,Core Set 2021,76,
1,Teferi's Protege,Core Set 2021,77,
1,Teferi's Protege,Core Set 2021,295,
1,Teferi's Tutelage,Core Set 2021,78,foil
1,Teferi's Tutelage,Core Set 2021,78,
1,Teferi's Tutelage,Core Set 2021,296,
1,Tempered Veteran,Core Set 2021,41,
1,Temple of Mystery,Core Set 2021,254,
1,Terror of the Peaks,Core Set 2021,164,
1,Thieves' Guild Enforcer,Core Set 2021,125,
2,Thrill of Possibility,Core Set 2021,165,
1,Thrill of Possibility,Core Set 2021,165,
3,Tide Skimmer,Core Set 2021,79,
2,Titanic Growth,Core Set 2021,210,
1,Tolarian Kraken,Core Set 2021,80,
1,Tolarian Kraken,Core Set 2021,80,
1,Tome Anima,Core Set 2021,81,
1,Tormod's Crypt,Core Set 2021,241,
1,Transmogrify,Core Set 2021,167,
1,Trufflesnout,Core Set 2021,212,
1,Trufflesnout,Core Set 2021,212,
2,Turret Ogre,Core Set 2021,169,
2,Unleash Fury,Core Set 2021,170,
3,Unsubstantiate,Core Set 2021,82,
1,Valorous Steed,Core Set 2021,42,
1,Village Rites,Core Set 2021,126,
2,Village Rites,Core Set 2021,126,
1,"Vito, Thorn of the Dusk Rose",Core Set 2021,127,
1,"Vito, Thorn of the Dusk Rose",Core Set 2021,127,
3,Vodalian Arcanist,Core Set 2021,83,
1,Vodalian Arcanist,Core Set 2021,83,
2,Walking Corpse,Core Set 2021,128,
2,Wall of Runes,Core Set 2021,85,
1,Warded Battlements,Core Set 2021,44,
1,Warden of the Woods,Core Set 2021,213,
1,Warden of the Woods,Core Set 2021,213,
1,Watcher of the Spheres,Core Set 2021,227,
1,Wildwood Scourge,Core Set 2021,214,
1,Wildwood Scourge,Core Set 2021,214,
2,Wishcoin Crab,Core Set 2021,86,
2,Witch's Cauldron,Core Set 2021,129,
1,Witch's Cauldron,Core Set 2021,129,
1,Briarpack Alpha,Dark Ascension,108,
1,Drogskol Captain,Dark Ascension,136,
1,Elgaud Inquisitor,Dark Ascension,6,
1,Forge Devil,Dark Ascension,91,
1,Gather the Townsfolk,Dark Ascension,8,
1,Lingering Souls,Dark Ascension,12,
1,Niblis of the Breath,Dark Ascension,44,
1,Niblis of the Mist,Dark Ascension,15,
1,Stormbound Geist,Dark Ascension,51,
1,Thought Scour,Dark Ascension,52,
1,Torch Fiend,Dark Ascension,106,
1,Adamant Will,Dominaria,2,
2,Adventurous Impulse,Dominaria,153,
1,Aesthir Glider,Dominaria,209,
1,Ancient Animus,Dominaria,154,
1,Artificer's Assistant,Dominaria,44,
1,Benalish Honor Guard,Dominaria,5,
4,Benalish Marshal,Dominaria,6,
1,Blessing of Belzenlok,Dominaria,77,
1,Blink of an Eye,Dominaria,46,
1,Bloodstone Goblin,Dominaria,115,
2,Bloodtallow Candle,Dominaria,212,
1,Board the Weatherlight,Dominaria,8,
1,Broken Bond,Dominaria,157,
4,Cabal Stronghold,Dominaria,238,
1,Cast Down,Dominaria,81,
4,Cast Down,Dominaria,81,
1,Chainer's Torment,Dominaria,82,
1,Clifftop Retreat,Dominaria,239,
1,Cloudreader Sphinx,Dominaria,47,
2,Cold-Water Snapper,Dominaria,48,
1,Curator's Ward,Dominaria,49,
1,"Danitha Capashen, Paragon",Dominaria,12,
2,Dark Bargain,Dominaria,83,
4,Dauntless Bodyguard,Dominaria,14,
1,Deathbloom Thallid,Dominaria,84,
1,Demonic Vigor,Dominaria,85,
1,Demonlord Belzenlok,Dominaria,86,
1,Divest,Dominaria,87,
1,Dub,Dominaria,15,
1,Eviscerate,Dominaria,91,
1,Excavation Elephant,Dominaria,17,
2,Fiery Intervention,Dominaria,118,
1,Forebear's Blade,Dominaria,214,
1,Frenzied Rage,Dominaria,124,
1,Fungal Infection,Dominaria,94,
1,Fungal Plots,Dominaria,160,
1,Goblin Barrage,Dominaria,128,
2,Grow from the Ashes,Dominaria,164,
1,"Hallar, the Firefletcher",Dominaria,196,
2,History of Benalia,Dominaria,21,
1,In Bolas's Clutches,Dominaria,54,
1,"Jodah, Archmage Eternal",Dominaria,198,
1,"Josu Vess, Lich Knight",Dominaria,95,
1,"Josu Vess, Lich Knight",Dominaria,95,foil
1,Jousting Lance,Dominaria,221,
4,"Karn, Scion of Urza",Dominaria,1,
1,Keldon Overseer,Dominaria,134,
1,Keldon Overseer,Dominaria,134,foil
1,Keldon Raider,Dominaria,135,
3,Knight of Grace,Dominaria,23,
1,Knight of Malice,Dominaria,97,
2,Krosan Druid,Dominaria,167,
4,Llanowar Elves,Dominaria,168,
1,Llanowar Scout,Dominaria,170,
2,Memorial to Folly,Dominaria,242,
1,Memorial to Genius,Dominaria,243,
1,Merfolk Trickster,Dominaria,56,
1,Mox Amber,Dominaria,224,
2,Navigator's Compass,Dominaria,225,
1,Pardic Wanderer,Dominaria,226,
1,Pegasus Courser,Dominaria,29,
1,Phyrexian Scriptures,Dominaria,100,
1,Precognition Field,Dominaria,61,
1,Primordial Wurm,Dominaria,177,
1,Radiating Lightning,Dominaria,138,
1,Relic Runner,Dominaria,62,
1,Rescue,Dominaria,63,
1,Saproling Migration,Dominaria,178,
1,Seismic Shift,Dominaria,141,
1,Sergeant-at-Arms,Dominaria,32,
2,Serra Angel,Dominaria,33,
1,"Shanna, Sisay's Legacy",Dominaria,204,
1,Short Sword,Dominaria,229,
2,Skirk Prospector,Dominaria,144,
1,"Slinn Voda, the Rising Deep",Dominaria,66,
1,Sorcerer's Wand,Dominaria,231,
1,Stronghold Confessor,Dominaria,105,
1,Syncopate,Dominaria,67,
3,The Eldest Reborn,Dominaria,90,
3,The Eldest Reborn,Dominaria,90,
1,The Mirari Conjecture,Dominaria,57,
1,"Valduk, Keeper of the Flame",Dominaria,148,
1,Vicious Offering,Dominaria,110,
1,Vodalian Arcanist,Dominaria,73,
1,Voltaic Servant,Dominaria,236,
1,Wizard's Lightning,Dominaria,152,
2,Woodland Cemetery,Dominaria,248,
2,Yavimaya Sapherd,Dominaria,189,
2,Academy Wall,Dominaria United,41,
1,Adarkar Wastes,Dominaria United,377,foil
1,Aggressive Sabotage,Dominaria United,78,
1,Anointed Peacekeeper,Dominaria United,2,
1,Argivian Cavalier,Dominaria United,4,
1,Argivian Phalanx,Dominaria United,5,
1,"Aron, Benalia's Ruin",Dominaria United,193,
2,"Aron, Benalia's Ruin",Dominaria United,292,
2,Artillery Blast,Dominaria United,6,
1,Automatic Librarian,Dominaria United,229,
1,Automatic Librarian,Dominaria United,229,foil
1,"Baird, Argivian Recruiter",Dominaria United,195,
1,"Baird, Argivian Recruiter",Dominaria United,294,
1,Balduvian Atrocity,Dominaria United,79,
2,Balduvian Berserker,Dominaria United,116,
2,"Balmor, Battlemage Captain",Dominaria United,196,
2,"Balmor, Battlemage Captain",Dominaria United,295,
1,Barkweave Crusher,Dominaria United,154,
1,Battle-Rage Blessing,Dominaria United,80,
1,Battlefly Swarm,Dominaria United,81,
1,Battlewing Mystic,Dominaria United,43,
2,Benalish Faithbonder,Dominaria United,7,
1,Benalish Sleeper,Dominaria United,8,
1,Benalish Sleeper,Dominaria United,8,foil
1,Bite Down,Dominaria United,155,
1,Bite Down,Dominaria United,155,foil
1,Blight Pile,Dominaria United,82,
1,Bog Badger,Dominaria United,156,
1,Bone Splinters,Dominaria United,83,
1,Bone Splinters,Dominaria United,83,foil
1,Bortuk Bonerattle,Dominaria United,197,
3,Bortuk Bonerattle,Dominaria United,296,
1,Braids's Frightful Return,Dominaria United,85,
1,Broken Wings,Dominaria United,157,
1,Captain's Call,Dominaria United,9,
1,Caves of Koilos,Dominaria United,244,
1,Chaotic Transformation,Dominaria United,117,
1,Charismatic Vanguard,Dominaria United,10,
2,Choking Miasma,Dominaria United,86,
1,Citizen's Arrest,Dominaria United,11,
1,Cleaving Skyrider,Dominaria United,12,
2,Clockwork Drawbridge,Dominaria United,13,
1,Coalition Skyknight,Dominaria United,14,
1,Colossal Growth,Dominaria United,158,
1,Combat Research,Dominaria United,44,
1,Coral Colony,Dominaria United,45,
1,Cosmic Epiphany,Dominaria United,283,
1,Cult Conscript,Dominaria United,88,
1,Cut Down,Dominaria United,89,
2,Deathbloom Gardener,Dominaria United,159,
1,Defiler of Dreams,Dominaria United,46,
1,Destroy Evil,Dominaria United,17,
1,Djinn of the Fountain,Dominaria United,47,
1,Drag to the Bottom,Dominaria United,91,
2,Dragon Whelp,Dominaria United,120,
2,Eerie Soultender,Dominaria United,92,
2,"Elas il-Kor, Sadistic Pilgrim",Dominaria United,198,
1,"Elas il-Kor, Sadistic Pilgrim",Dominaria United,297,
2,Electrostatic Infantry,Dominaria United,122,
1,Elfhame Wurm,Dominaria United,161,
1,Elfhame Wurm,Dominaria United,161,foil
1,Elvish Hydromancer,Dominaria United,162,
1,Ertai Resurrected,Dominaria United,199,
1,Ertai's Scorn,Dominaria United,48,
1,Essence Scatter,Dominaria United,49,
1,Extinguish the Light,Dominaria United,94,
2,Fires of Victory,Dominaria United,123,
2,Floriferous Vinewall,Dominaria United,163,
1,Flowstone Infusion,Dominaria United,124,
1,Flowstone Kavu,Dominaria United,125,
1,Founding the Third Path,Dominaria United,50,
1,Frostfist Strider,Dominaria United,51,
1,Furious Bellow,Dominaria United,126,foil
1,Gaea's Might,Dominaria United,164,
1,"Garna, Bloodfist of Keld",Dominaria United,200,
3,"Garna, Bloodfist of Keld",Dominaria United,299,
2,Ghitu Amplifier,Dominaria United,127,
2,Gibbering Barricade,Dominaria United,95,
1,Goblin Picker,Dominaria United,128,
1,Griffin Protector,Dominaria United,18,
1,Guardian of New Benalia,Dominaria United,19,
1,Hammerhand,Dominaria United,129,
1,Haughty Djinn,Dominaria United,52,
1,Haunting Figment,Dominaria United,53,
1,Hero's Heirloom,Dominaria United,231,
1,Heroic Charge,Dominaria United,20,
1,Hexbane Tortoise,Dominaria United,166,
1,Hurler Cyclops,Dominaria United,130,
2,Hurloon Battle Hymn,Dominaria United,131,
2,Impede Momentum,Dominaria United,54,
1,Impede Momentum,Dominaria United,54,foil
1,Impulse,Dominaria United,55,
1,In Thrall to the Pit,Dominaria United,132,
1,Inscribed Tablet,Dominaria United,232,
